%time,field.header.seq,field.header.stamp,x,y,z
1684310340127587072,7568,1684310340127207279,4.357698244333733,6.369309708941728,57.6358
1684310340177443424,7569,1684310340177148103,4.386940758500714,6.393141763284802,57.6292
1684310340224607680,7570,1684310340224316596,4.420211935241241,6.412464943248779,57.6214
1684310340283669440,7571,1684310340283241033,4.451510457089171,6.43625832721591,57.6048
1684310340329230816,7572,1684310340328881978,4.476807659782935,6.46903079142794,57.6049
1684310340379434976,7573,1684310340379002332,4.4918873438145965,6.505320257507265,57.6019
1684310340426436288,7574,1684310340426142215,4.519282228022348,6.540269818156958,57.616
1684310340480626784,7575,1684310340480184555,4.541557934076991,6.576423937920481,57.6068
1684310340527658048,7576,1684310340527315139,4.5647991297300905,6.609235072508454,57.5936
1684310340578496224,7577,1684310340578074932,4.590075492975302,6.6408996526151896,57.5896
1684310340627470976,7578,1684310340627178430,4.618373355246149,6.669182577170432,57.5748
1684310340677334752,7579,1684310340676970720,4.640503196686041,6.697581512387842,57.5764
1684310340727634528,7580,1684310340727244377,4.664626534387935,6.722618127241731,57.5719
